city,event_url
Orlando,https://patch.com/florida/orlando/calendar/event/20260418/f5939942-640a-428a-a80c-80b4ea2a5ae7/ocls-fantastic-fossils-washington-park-fossil-club
Orlando,https://patch.com/florida/orlando/calendar/event/20260419/d43f3e0f-e35c-4412-a709-38270f385cfc/candlelight-coldplay-imagine-dragons
Orlando,https://patch.com/florida/orlando/calendar/event/20260419/2e9e0e91-953e-44dd-a64f-d3070d03a9ac/candlelight-the-best-of-hans-zimmer
Orlando,https://patch.com/florida/orlando/calendar/event/20260422/76b9cd08-e183-49f5-8a99-c24790f3bf56/goodwill-to-connect-job-seekers-with-employers-on-april-22
Orlando,https://patch.com/florida/orlando/calendar/event/20260423/4037c88e-949d-4ad5-9401-b7b9c514be67/the-tribute-to-prince-returns-to-the-wharf-april-23rd-on-sale-now
Orlando,https://patch.com/florida/orlando/calendar/event/20260423/163ef8c1-d17f-47cd-a926-74de7ee03989/candlelight-tribute-to-bad-bunny
Orlando,https://patch.com/florida/orlando/calendar/event/20260423/c47ebe6d-52d8-477e-8fe8-d206abd1d4d3/candlelight-best-of-bridgerton-on-strings
Orlando,https://patch.com/florida/orlando/calendar/event/20260424/d2b3188d-87bb-4608-80cd-b7cf47c6465b/homes-fore-all-golf-tournament-presented-by-pultegroup
Orlando,https://patch.com/florida/orlando/calendar/event/20260424/3909354b-97c5-44ce-9410-7ff270457cae/19th-annual-author-series-tess-gerritsen
Orlando,https://patch.com/florida/orlando/calendar/event/20260424/2aa6ae1b-2549-44d6-8dcd-c8d0a0617b7f/one-direction-dance-party
Orlando,https://patch.com/florida/orlando/calendar/event/20260424/bd35ac03-b4fc-4ce2-bcd9-3417a20dbdae/candlelight-tribute-to-jos-jos
Orlando,https://patch.com/florida/orlando/calendar/event/20260425/9f40deda-bd9f-468a-a668-dadb284befbe/crohn-s-colitis-take-steps-awareness-walk
Orlando,https://patch.com/florida/clermont-fl/calendar/event/20260425/2d7bea1f-5b25-45d0-bd8e-b8c1dfb8ab7c/27th-annual-world-tai-chi-qigong-day-celebration
Orlando,https://patch.com/florida/orlando/calendar/event/20260425/cb50c22b-fe8e-476c-ae28-a59081c4c2d2/erikas-tea-room
Orlando,https://patch.com/florida/orlando/calendar/event/20260425/1d05afe7-9080-424c-b62a-0f73ec262e53/candlelight-babies-classical-sounds-to-stimulate-little-minds
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260410/03e74c4b-ad98-40ee-877f-83de86c7863f/comedy-gold
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260410/b2055d3f-952e-452f-95b9-3a7f5661b59f/candlelight-a-tribute-to-taylor-swift
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/bb826845-73c2-4e92-81ad-9bd65c425b66/2026-the-spring-cleanup
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/8529b6af-caa0-469c-90ef-40c92f142fd8/waterloo-greenway-presents-morning-glories-earth-day-edition
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/db9753ca-0ccb-4082-8c52-882b6888f202/blanton-all-day-code-this
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/141d5835-bd3b-4d0c-83f9-ef655565db46/vista-brewing-8th-anniversary-party
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/88301dab-aa22-4414-8029-22623c9fa681/little-house-market-at-hotel-san-jose
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/0a163c13-8423-407b-acd8-67041662b618/atx-blues-brunch-aaron-stephen-bradley-thomas
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/619be3ed-bb33-4104-a3e4-8fb8b3bc8b7b/curators-choice
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/a8753ff2-2ef0-457c-a522-91064bc45610/art-with-an-expert-sharon-louden
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/91ef84de-b940-4c06-a44d-5e265433a649/ray-wylie-hubbard-live-at-haute-spot
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/3b98b86b-89b0-4516-9d53-93a9acfb9f77/the-dinner-detective-true-crime-murder-mystery-dinner-show-austin-tx
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/4757a07e-2f60-4ba2-a04e-5a36866917e4/the-ruby-hotel-bar-hosts-live-music-saturday-featuring-jj-plasencio
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/16daae2b-3319-4cdc-b5ba-ec36d6435812/resound-presents-indigo-de-souza-at-mohawk-on-4-11
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/83f8df73-0acf-4a95-9978-5a2a42d292a5/resound-presents-ryan-davis-the-roadhouse-band-w-water-damage-at-sagebrush-on-4-11
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260411/09019473-fcb3-4333-b16c-a53ea652c07e/the-spotlight-comedy-show
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260412/f5f90d2a-af93-491e-aeb0-203b22e79947/5th-annual-driftwood-heritage-festival-at-vista-brewing
Austin,https://patch.com/texas/downtownaustin/calendar/event/20260412/20e953a1-34bb-4373-9bda-4ff0e287210c/jazz-jam-session
