City,State,URL
Austin,TX,https://www.ticketmaster.com/empire-of-the-sun-ask-that-austin-texas-09-21-2026/event/3A00646A9B8E774C
Austin,TX,https://www.ticketmaster.com/doja-cat-tour-ma-vie-world-austin-texas-11-03-2026/event/3A00633ACFDC7883
Austin,TX,https://www.ticketmaster.com/charlie-puth-whatevers-clever-world-tour-austin-texas-06-11-2026/event/3A006428CF30986A
Austin,TX,https://www.ticketmaster.com/neyo-akon-nights-like-this-tour-austin-texas-08-11-2026/event/3A0064350B7F64DF
Austin,TX,https://www.ticketmaster.com/gorillaz-the-mountain-tour-austin-texas-10-15-2026/event/3A00645BCFD7447F
Austin,TX,https://www.ticketmaster.com/twice-this-is-for-world-tour-austin-texas-04-17-2026/event/3A00633AA8CF6754
Austin,TX,https://www.ticketmaster.com/twice-this-is-for-world-tour-austin-texas-04-18-2026/event/3A00633AA9006759
Austin,TX,https://www.ticketmaster.com/joji-solaris-austin-texas-07-06-2026/event/3A006457E06B2550
Austin,TX,https://www.ticketmaster.com/madison-beer-the-locket-tour-austin-texas-06-08-2026/event/3A00642CB9579785
Austin,TX,https://www.ticketmaster.com/alex-warren-finding-family-on-the-austin-texas-05-30-2026/event/3A00636AE278E3B8
Austin,TX,https://www.ticketmaster.com/aap-rocky-dont-be-dumb-world-austin-texas-06-19-2026/event/3A00642FF4F68F92
Austin,TX,https://www.ticketmaster.com/ive-world-tour-show-what-i-austin-texas-07-29-2026/event/3A00646D9AC79120
Austin,TX,https://www.ticketmaster.com/summer-walker-still-finally-over-it-austin-texas-06-18-2026/event/3A006435B9C1C9EB
Austin,TX,https://www.ticketmaster.com/ty-myers-the-legal-tour-2026-austin-texas-11-20-2026/event/3A00646DA0949E2B
Austin,TX,https://www.ticketmaster.com/ella-langley-the-dandelion-tour-austin-texas-08-13-2026/event/3A00643C3BD9D641
Austin,TX,https://www.ticketmaster.com/preseason-dallas-wings-vs-las-vegas-austin-texas-05-03-2026/event/3A00645AE96266A7
Austin,TX,https://www.ticketmaster.com/olivia-dean-the-art-of-loving-austin-texas-08-28-2026/event/3A00636D9FBDCE0F
Austin,TX,https://www.ticketmaster.com/olivia-dean-the-art-of-loving-austin-texas-08-29-2026/event/3A00636DCB6959FD
Austin,TX,https://www.ticketmaster.com/disney-descendants-zombies-camp-rock-worlds-austin-texas-12-04-2026/event/3A00646C3500E378
Orlando,FL,https://www.ticketmaster.com/stifel-stars-on-ice-us-orlando-florida-04-18-2026/event/2200636AA9544940
Orlando,FL,https://www.ticketmaster.com/orlando-pirates-vs-green-bay-blizzard-orlando-florida-07-05-2026/event/2200637A9B3838ED
Orlando,FL,https://www.ticketmaster.com/rosalia-lux-tour-2026-orlando-florida-06-08-2026/event/2200636FCCAA5621
Orlando,FL,https://www.ticketmaster.com/the-neighbourhood-the-wourld-tour-orlando-florida-11-11-2026/event/22006451B763471F
Orlando,FL,https://www.ticketmaster.com/disney-descendants-zombies-camp-rock-worlds-orlando-florida-11-25-2026/event/2200646CB0BA7B40
Orlando,FL,https://on.fgtix.com/trk/MN3K
Orlando,FL,https://www.ticketmaster.com/wale-smino-everything-is-a-lot-orlando-florida-06-14-2026/event/22006446AFFA42F9
Orlando,FL,https://livemu.sc/Foreigner-VIP
Orlando,FL,https://www.ticketmaster.com/oar-three-decades-tour-orlando-florida-11-15-2026/event/2200635D859529A4
Orlando,FL,https://www.ticketmaster.com/john-crist-live-orlando-florida-10-02-2026/event/2200646A99F458C3
Orlando,FL,https://www.ticketmaster.com/jessica-kirson-orlando-florida-05-01-2026/event/22006346BBA32124
Orlando,FL,https://www.ticketmaster.com/adam-ray-who-is-me-tour-orlando-florida-07-24-2026/event/2200632FE36E227E
Orlando,FL,https://on.fgtix.com/trk/nrIYb
Orlando,FL,https://www.ticketmaster.com/juanes-north-america-tour-2026-orlando-florida-09-03-2026/event/2200644B99DF366F
Orlando,FL,https://www.ticketmaster.com/jack-white-live-2026-orlando-florida-11-16-2026/event/22006488B66B5797
Orlando,FL,https://www.ticketmaster.com/collective-soul-orlando-florida-04-24-2026/event/220063747C012D8E
Orlando,FL,https://www.ticketmaster.com/the-wiggles-tree-of-wisdom-spectacular-orlando-florida-08-12-2026/event/2200635E00F55126
Orlando,FL,https://www.ticketmaster.com/the-wiggles-tree-of-wisdom-spectacular-orlando-florida-08-12-2026/event/22006443A29B2A79
Nashville,TN,https://www.ticketmaster.com/brandi-carlile-the-human-tour-nashville-tennessee-08-29-2026/event/1B00646A0730ECE2
