house_url,community_url
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/327-tarn-court/1750010/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/328-tarn-court/1750164/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/329-tarn-court/1750011/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/331-tarn-court/1750162/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/333-tarn-court/1750163/,https://www.cheshomes.com/new-homes/va/suffolk/edgewater/17716/
https://www.cheshomes.com/new-homes/nc/lillington/the-farm-at-neills-creek/11916/36-peach-grove-way/1719748/,https://www.cheshomes.com/new-homes/nc/lillington/the-farm-at-neills-creek/11916/
https://www.cheshomes.com/new-homes/sc/myrtle-beach/waterbridge/7454/397-starlit-way/1743280/,https://www.cheshomes.com/new-homes/sc/myrtle-beach/waterbridge/7454/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/4017-morning-dew-rd/1732274/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/sc/myrtle-beach/waterbridge/7454/401-starlit-way/1716156/,https://www.cheshomes.com/new-homes/sc/myrtle-beach/waterbridge/7454/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/4021-morning-dew/1732874/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/4029-morning-dew/1732876/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/4033-morning-dew/1732878/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/nc/lillington/the-farm-at-neills-creek/11916/41-peach-grove-way/1719769/,https://www.cheshomes.com/new-homes/nc/lillington/the-farm-at-neills-creek/11916/
https://www.cheshomes.com/new-homes/sc/myrtle-beach/waterbridge/7454/435-starlit-way/1736769/,https://www.cheshomes.com/new-homes/sc/myrtle-beach/waterbridge/7454/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/5012-freshbrook-way/1733798/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/5016-freshbrook-way/1733796/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/5020-freshbrook-way/1733795/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/5024-freshbrook-way/1733794/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/sc/little-river/bridgewater-shorehaven-village/11972/5028-cambria-ct/1663584/,https://www.cheshomes.com/new-homes/sc/little-river/bridgewater-shorehaven-village/11972/
https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/5028-freshbrook-way/1733789/,https://www.cheshomes.com/new-homes/nc/leland/terrapin/18409/
https://www.cheshomes.com/new-homes/sc/myrtle-beach/traditions-at-carolina-forest/8444/508-banna-arch-loop/1725928/,https://www.cheshomes.com/new-homes/sc/myrtle-beach/traditions-at-carolina-forest/8444/
https://www.cheshomes.com/new-homes/nc/lillington/the-farm-at-neills-creek/11916/50-peach-grove-way/1719753/,https://www.cheshomes.com/new-homes/nc/lillington/the-farm-at-neills-creek/11916/
https://www.cheshomes.com/new-homes/sc/myrtle-beach/traditions-at-carolina-forest/8444/512-banna-arch-loop/1708478/,https://www.cheshomes.com/new-homes/sc/myrtle-beach/traditions-at-carolina-forest/8444/
https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/522-emerson-lane/1750174/,https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/
https://www.cheshomes.com/new-homes/sc/myrtle-beach/traditions-at-carolina-forest/8444/524-banna-arch-loop/1737378/,https://www.cheshomes.com/new-homes/sc/myrtle-beach/traditions-at-carolina-forest/8444/
https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/524-emerson-lane/1727382/,https://www.cheshomes.com/new-homes/va/suffolk/estates-at-river-club/19747/
https://www.cheshomes.com/new-homes/sc/loris/the-willows/11599/525-sheepbridge-way/1698844/,https://www.cheshomes.com/new-homes/sc/loris/the-willows/11599/
https://www.cheshomes.com/new-homes/sc/myrtle-beach/traditions-at-carolina-forest/8444/540-banna-arch-loop/1737379/,https://www.cheshomes.com/new-homes/sc/myrtle-beach/traditions-at-carolina-forest/8444/
https://www.cheshomes.com/new-homes/nc/angier/neills-pointe/11915/54-baird-cove-lane/1716806/,https://www.cheshomes.com/new-homes/nc/angier/neills-pointe/11915/
https://www.cheshomes.com/new-homes/nc/angier/neills-pointe/11915/57-baird-cove-lane/1725631/,https://www.cheshomes.com/new-homes/nc/angier/neills-pointe/11915/
https://www.cheshomes.com/new-homes/nc/bolivia/goose-marsh/11957/607-ashvale-lane-se/1656158/,https://www.cheshomes.com/new-homes/nc/bolivia/goose-marsh/11957/
https://www.cheshomes.com/new-homes/sc/loris/the-willows/11599/639-millbrook-way/1698818/,https://www.cheshomes.com/new-homes/sc/loris/the-willows/11599/
https://www.cheshomes.com/new-homes/nc/lillington/the-farm-at-neills-creek/11916/64-peach-grove-way/1743420/,https://www.cheshomes.com/new-homes/nc/lillington/the-farm-at-neills-creek/11916/
https://www.cheshomes.com/new-homes/nc/bolivia/goose-marsh/11957/692-edgeside-drive-se/1680022/,https://www.cheshomes.com/new-homes/nc/bolivia/goose-marsh/11957/
https://www.cheshomes.com/new-homes/sc/little-river/bridgewater-waterside-village/14119/704-st-vincent-loop/1716628/,https://www.cheshomes.com/new-homes/sc/little-river/bridgewater-waterside-village/14119/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/883-mountain-mint-cir-nw/1669448/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/sc/longs/heritage-park-at-longs/6201/905-sweetfern-drive/1729423/,https://www.cheshomes.com/new-homes/sc/longs/heritage-park-at-longs/6201/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/916-anemone-ct-nw/1749985/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/946-parelli-way-nw/1732919/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/950-parrelli-way-nw/1732913/,https://www.cheshomes.com/new-homes/nc/calabash/coastal-club-of-the-carolinas/14279/
https://www.cheshomes.com/new-homes/nc/angier/neills-pointe/11915/96-brooklynn-trail/1743446/,https://www.cheshomes.com/new-homes/nc/angier/neills-pointe/11915/
https://www.cheshomes.com/new-homes/va/suffolk/river-club/7441/emerson-lane/1750169/,https://www.cheshomes.com/new-homes/va/suffolk/river-club/7441/
https://www.cheshomes.com/new-homes/va/suffolk/river-club/7441/long-cove-drive/1732437/,https://www.cheshomes.com/new-homes/va/suffolk/river-club/7441/
